Date,Adj Close
2010-01-04 00:00:00-05:00,6.515212535858154
2010-01-05 00:00:00-05:00,6.526478290557861
2010-01-06 00:00:00-05:00,6.422664165496826
2010-01-07 00:00:00-05:00,6.41079044342041
2010-01-08 00:00:00-05:00,6.453413486480713
2010-01-11 00:00:00-05:00,6.396481990814209
2010-01-12 00:00:00-05:00,6.323723316192627
2010-01-13 00:00:00-05:00,6.41292142868042
2010-01-14 00:00:00-05:00,6.375782489776611
2010-01-15 00:00:00-05:00,6.269229888916016
2010-01-19 00:00:00-05:00,6.546568393707275
2010-01-20 00:00:00-05:00,6.44580078125
2010-01-21 00:00:00-05:00,6.334376811981201
2010-01-22 00:00:00-05:00,6.020200252532959
2010-01-25 00:00:00-05:00,6.182161331176758
2010-01-26 00:00:00-05:00,6.269533157348633
2010-01-27 00:00:00-05:00,6.328592777252197
2010-01-28 00:00:00-05:00,6.067083358764648
2010-01-29 00:00:00-05:00,5.846977710723877
2010-02-01 00:00:00-05:00,5.928262710571289
2010-02-02 00:00:00-05:00,5.962663173675537
2010-02-03 00:00:00-05:00,6.065257549285889
2010-02-04 00:00:00-05:00,5.846673965454102
2010-02-05 00:00:00-05:00,5.950484752655029
2010-02-08 00:00:00-05:00,5.909690856933594
2010-02-09 00:00:00-05:00,5.972710132598877
2010-02-10 00:00:00-05:00,5.9401350021362305
2010-02-11 00:00:00-05:00,6.048209190368652
2010-02-12 00:00:00-05:00,6.100268840789795
2010-02-16 00:00:00-05:00,6.192205905914307
2010-02-17 00:00:00-05:00,6.166331768035889
2010-02-18 00:00:00-05:00,6.177898406982422
2010-02-19 00:00:00-05:00,6.139538764953613
2010-02-22 00:00:00-05:00,6.1014862060546875
2010-02-23 00:00:00-05:00,5.999195098876953
2010-02-24 00:00:00-05:00,6.108792304992676
2010-02-25 00:00:00-05:00,6.149585723876953
2010-02-26 00:00:00-05:00,6.229348182678223
2010-03-01 00:00:00-05:00,6.362386703491211
2010-03-02 00:00:00-05:00,6.358124732971191
2010-03-03 00:00:00-05:00,6.37273645401001
2010-03-04 00:00:00-05:00,6.4147491455078125
2010-03-05 00:00:00-05:00,6.665604591369629
2010-03-08 00:00:00-05:00,6.669561386108398
2010-03-09 00:00:00-05:00,6.789508819580078
2010-03-10 00:00:00-05:00,6.844915390014648
2010-03-11 00:00:00-05:00,6.865007400512695
2010-03-12 00:00:00-05:00,6.898496627807617
2010-03-15 00:00:00-04:00,6.814472198486328
2010-03-16 00:00:00-04:00,6.833042144775391
2010-03-17 00:00:00-04:00,6.822996616363525
2010-03-18 00:00:00-04:00,6.839130878448486
2010-03-19 00:00:00-04:00,6.766066551208496
2010-03-22 00:00:00-04:00,6.842175483703613
2010-03-23 00:00:00-04:00,6.952075004577637
2010-03-24 00:00:00-04:00,6.982824802398682
2010-03-25 00:00:00-04:00,6.900017738342285
2010-03-26 00:00:00-04:00,7.029405117034912
2010-03-29 00:00:00-04:00,7.074764728546143
2010-03-30 00:00:00-04:00,7.180100440979004
2010-03-31 00:00:00-04:00,7.154219627380371
2010-04-01 00:00:00-04:00,7.183750629425049
2010-04-05 00:00:00-04:00,7.260467529296875
2010-04-06 00:00:00-04:00,7.2924346923828125
2010-04-07 00:00:00-04:00,7.324704170227051
2010-04-08 00:00:00-04:00,7.304917812347412
2010-04-09 00:00:00-04:00,7.360933303833008
2010-04-12 00:00:00-04:00,7.376155376434326
2010-04-13 00:00:00-04:00,7.380415439605713
2010-04-14 00:00:00-04:00,7.4796624183654785
2010-04-15 00:00:00-04:00,7.577995777130127
2010-04-16 00:00:00-04:00,7.5317206382751465
2010-04-19 00:00:00-04:00,7.5216755867004395
2010-04-20 00:00:00-04:00,7.446173191070557
2010-04-21 00:00:00-04:00,7.891564846038818
2010-04-22 00:00:00-04:00,8.112276077270508
2010-04-23 00:00:00-04:00,8.245009422302246
2010-04-26 00:00:00-04:00,8.204523086547852
2010-04-27 00:00:00-04:00,7.977412700653076
2010-04-28 00:00:00-04:00,7.964014530181885
2010-04-29 00:00:00-04:00,8.178340911865234
2010-04-30 00:00:00-04:00,7.948492050170898
2010-05-03 00:00:00-04:00,8.108623504638672
2010-05-04 00:00:00-04:00,7.875122547149658
2010-05-05 00:00:00-04:00,7.793230056762695
2010-05-06 00:00:00-04:00,7.496708869934082
2010-05-07 00:00:00-04:00,7.180401802062988
2010-05-10 00:00:00-04:00,7.73234224319458
2010-05-11 00:00:00-04:00,7.809366703033447
2010-05-12 00:00:00-04:00,7.978934288024902
2010-05-13 00:00:00-04:00,7.865381717681885
2010-05-14 00:00:00-04:00,7.727168560028076
2010-05-17 00:00:00-04:00,7.739345073699951
2010-05-18 00:00:00-04:00,7.682721138000488
2010-05-19 00:00:00-04:00,7.560336112976074
2010-05-20 00:00:00-04:00,7.238247871398926
2010-05-21 00:00:00-04:00,7.3770670890808105
2010-05-24 00:00:00-04:00,7.512235641479492
2010-05-25 00:00:00-04:00,7.465353488922119
2010-05-26 00:00:00-04:00,7.431560516357422
2010-05-27 00:00:00-04:00,7.712857723236084
2010-05-28 00:00:00-04:00,7.8203253746032715
2010-06-01 00:00:00-04:00,7.940576076507568
2010-06-02 00:00:00-04:00,8.03555679321289
2010-06-03 00:00:00-04:00,8.01029109954834
2010-06-04 00:00:00-04:00,7.792316436767578
2010-06-07 00:00:00-04:00,7.639491558074951
2010-06-08 00:00:00-04:00,7.590475559234619
2010-06-09 00:00:00-04:00,7.403858661651611
2010-06-10 00:00:00-04:00,7.626398086547852
2010-06-11 00:00:00-04:00,7.717731475830078
2010-06-14 00:00:00-04:00,7.741172790527344
2010-06-15 00:00:00-04:00,7.90587043762207
2010-06-16 00:00:00-04:00,8.136022567749023
2010-06-17 00:00:00-04:00,8.276671409606934
2010-06-18 00:00:00-04:00,8.343645095825195
2010-06-21 00:00:00-04:00,8.224921226501465
2010-06-22 00:00:00-04:00,8.336953163146973
2010-06-23 00:00:00-04:00,8.249275207519531
2010-06-24 00:00:00-04:00,8.189298629760742
2010-06-25 00:00:00-04:00,8.119281768798828
2010-06-28 00:00:00-04:00,8.167991638183594
2010-06-29 00:00:00-04:00,7.798710346221924
2010-06-30 00:00:00-04:00,7.657454490661621
2010-07-01 00:00:00-04:00,7.564598083496094
2010-07-02 00:00:00-04:00,7.517716407775879
2010-07-06 00:00:00-04:00,7.569164276123047
2010-07-07 00:00:00-04:00,7.874818801879883
2010-07-08 00:00:00-04:00,7.8571600914001465
2010-07-09 00:00:00-04:00,7.903738975524902
2010-07-12 00:00:00-04:00,7.8328094482421875
2010-07-13 00:00:00-04:00,7.665670871734619
2010-07-14 00:00:00-04:00,7.693984508514404
2010-07-15 00:00:00-04:00,7.655020236968994
2010-07-16 00:00:00-04:00,7.607827663421631
2010-07-19 00:00:00-04:00,7.476313591003418
2010-07-20 00:00:00-04:00,7.6684112548828125
2010-07-21 00:00:00-04:00,7.739954948425293
2010-07-22 00:00:00-04:00,7.885475158691406
2010-07-23 00:00:00-04:00,7.913483619689941
2010-07-26 00:00:00-04:00,7.893391132354736
2010-07-27 00:00:00-04:00,8.039519309997559
2010-07-28 00:00:00-04:00,7.94453239440918
2010-07-29 00:00:00-04:00,7.857771873474121
2010-07-30 00:00:00-04:00,7.831589221954346
2010-08-02 00:00:00-04:00,7.971628665924072
2010-08-03 00:00:00-04:00,7.974059581756592
2010-08-04 00:00:00-04:00,8.006033897399902
2010-08-05 00:00:00-04:00,7.967062950134277
2010-08-06 00:00:00-04:00,7.918050765991211
2010-08-09 00:00:00-04:00,7.968586444854736
2010-08-10 00:00:00-04:00,7.897347450256348
2010-08-11 00:00:00-04:00,7.61665678024292
2010-08-12 00:00:00-04:00,7.6653666496276855
2010-08-13 00:00:00-04:00,7.583475112915039
2010-08-16 00:00:00-04:00,7.539026260375977
2010-08-17 00:00:00-04:00,7.670849323272705
2010-08-18 00:00:00-04:00,7.704333305358887
2010-08-19 00:00:00-04:00,7.607222557067871
2010-08-20 00:00:00-04:00,7.599915504455566
2010-08-23 00:00:00-04:00,7.483010768890381
2010-08-24 00:00:00-04:00,7.3043060302734375
2010-08-25 00:00:00-04:00,7.394418239593506
2010-08-26 00:00:00-04:00,7.314962863922119
2010-08-27 00:00:00-04:00,7.355758190155029
2010-08-30 00:00:00-04:00,7.382547378540039
2010-08-31 00:00:00-04:00,7.40081262588501
2010-09-01 00:00:00-04:00,7.620920658111572
2010-09-02 00:00:00-04:00,7.676936149597168
2010-09-03 00:00:00-04:00,7.877864360809326
2010-09-07 00:00:00-04:00,7.848638534545898
2010-09-08 00:00:00-04:00,8.00420093536377
2010-09-09 00:00:00-04:00,8.008771896362305
